container_id,left_variant,right_variant,delta_day1_mae,delta_day1_rmse,delta_day1_mape,delta_peak_mae,delta_peak_rmse,delta_residual_mae_scaled,delta_residual_rmse_scaled,delta_residual_pearson_r,delta_residual_r2,delta_residual_std_ratio,delta_energy_recovery_ratio
c_14964,v1_prophet,v2_volatility,-0.052039182931212125,-0.05401360592837312,-0.5148273487038288,-0.076570069149966,-0.05233957810882384,-0.0029736675960692904,-0.0030864917673355807,0.6314245340513278,0.035045659676466556,-0.008561363368391788,-0.00037460216337577214
c_15030,v1_prophet,v2_volatility,0.04337662596362302,0.054400931582184064,0.23343786069832717,0.05949994049366225,0.06429999546448961,0.0018458138707924954,0.0023149332588163485,-0.17720394923883526,-0.06025421852262669,0.01114505543731982,0.000651349486392869
c_15035,v1_prophet,v2_volatility,0.00027368759401251094,-2.659876618806012e-05,2.792365569119198,0.00027368759401251094,-2.659876618806012e-05,0.0010947503760500438,-0.00010639506475224048,-0.021937180304472705,0.0005268288040320979,0.004830815951146433,6.369304659430692e-05
c_15072,v1_prophet,v2_volatility,0.0059674879769653355,0.015246466675023385,0.061663793694648916,0.02699745955437116,0.04243022738538649,0.00043664546172914043,0.001115595122562707,-0.12214241195138964,-0.01269929388728075,0.006106175889074923,0.0004041335249255144
c_15179,v1_prophet,v2_volatility,0.01192229802528555,-0.0023692612806516244,-0.2154262466108321,0.1183740029220457,0.0849170772826171,0.0004899574530939227,-9.736690194460385e-05,0.03784859098372639,0.003084368912801727,-0.013461425524444903,-0.0017478050095568708
c_15235,v1_prophet,v2_volatility,0.015149700563409807,0.02138836504633046,0.037229826226340634,0.07580496935302761,0.08846788434876895,0.0003884538606002477,0.0005484196165725722,-0.3609337178671233,-0.02967693616909206,-0.02486466461337391,-0.0022955728622277597
c_15282,v1_prophet,v2_volatility,-0.0001313931358406517,-0.00213595606112138,0.01137273371718095,-0.008332040521781825,-0.010977348477832716,-6.56965679202981e-05,-0.0010679780305607178,0.14937376821540838,0.010573670554572256,0.011404043959989445,0.0008548835873230882
c_15420,v1_prophet,v2_volatility,0.01102400206489107,0.0027376320756904438,-0.20947237097657023,0.0091063727657974,0.018004045957368486,0.001469866941985476,0.00036501761009205547,-0.007385760875373459,-0.003118336258646548,-0.009611358451501212,-0.0009607527379864563
c_15446,v1_prophet,v2_volatility,0.0021802140230065964,-0.0006004143600237821,23.712707352361804,0.0021802140230065964,-0.0006004143600237821,0.0004360428046013137,-0.00012008287200476753,0.058333979812558404,0.0026183291442281043,0.0027652403809115995,0.00010847493756818721
c_15486,v1_prophet,v2_volatility,-0.01405937188290829,-0.013181713135969497,-0.5374086081197795,-0.00530150908161886,-0.005381548143199799,-0.0028118743765817023,-0.0026363426271939217,0.3551874220015238,0.02207498860505952,-0.01933087071225481,-0.0014725866130004606
c_15527,v1_prophet,v2_volatility,0.05971720222270438,0.07566814883753192,0.13621818587568413,0.22980325088719766,0.23160521065842765,0.0012842409080151274,0.0016272720180114386,-0.3295104568265469,-0.04125314158608062,-0.004390540710008675,-0.0001099432634708977
c_15555,v1_prophet,v2_volatility,0.011577186792237626,0.006573685141070484,8.846066705831618,0.008071857994175868,0.005597243304749089,0.002315437358447525,0.0013147370282141635,-0.11757362200591037,-0.007410715565896231,0.003036837540640186,0.00020713388456556714
c_15570,v1_prophet,v2_volatility,0.007639045096901942,0.0005427457110770417,0.11603655970645299,0.020422851040442946,0.01134981798123591,0.0003055618038760727,2.1709828443079726e-05,-0.008562334364034196,-0.0013589978773955735,0.00026863882246797033,0.0018112898680177625
c_15604,v1_prophet,v2_volatility,-0.0025765743148358222,0.005691852416545906,-0.28860909020681547,0.0006424007064196324,0.008577710003616623,-0.0008588581049453203,0.0018972841388485984,-0.14407780052074887,-0.006745984800973437,-0.004234078034875639,-0.00013977370731839517
c_15616,v1_prophet,v2_volatility,0.0095154441037546,0.020003099961596327,0.18503844060511376,0.009826255099596892,0.02814348906893205,0.0004531163858930709,0.0009525285695998337,-0.6651214079401799,-0.0402156400845215,-0.000693682392055972,-1.6579824620836206e-05
c_15630,v1_prophet,v2_volatility,0.0011294256958649385,-0.002378841526845532,0.0015925399596188328,0.009030081056860317,0.008379282724337522,0.00010267506326044895,-0.0002162583206223312,-0.041389832189549586,0.005046921055589237,0.005003556541128664,0.00010330944816170373
c_15640,v1_prophet,v2_volatility,-0.04100361574736189,-0.024798594192232848,-1.4486890079182615,-0.11388727184385061,-0.11917848842742629,-0.0008368084846400309,-0.0005060937590251335,0.06446231493065108,0.007463494867755327,0.005406529499102662,0.00039256876479876917
c_15642,v1_prophet,v2_volatility,-0.003684912169020671,-0.005471162451752165,-0.07182141387800023,-0.011366362733122748,-0.015058250280939545,-0.0005264160241458052,-0.000781594635964597,0.27816433686964515,0.019625595367545823,0.01231564513294587,0.0009538567452374459
c_15647,v1_prophet,v2_volatility,-0.022502420254357336,-0.02058247792468637,-0.546484959017274,-0.030405829532537565,-0.04138964314166693,-0.0013637830457186167,-0.001247422904526438,0.14315349220921586,0.04046300518204049,-0.05500338081782405,-0.006647856762816635
c_15794,v1_prophet,v2_volatility,0.001829829030536221,0.001803223296362913,18.298290305362258,0.001829829030536221,0.001803223296362913,0.0007842124416583829,0.0007728099841555341,0.017700788804433834,-0.7097780164918932,0.11040885629513408,0.020346477194003714
c_15856,v1_prophet,v2_volatility,-0.0010627078609165563,-0.001737232625860896,-0.09491370784089526,0.0007828590440048799,-0.0028822603436924332,-0.0002361573024259045,-0.0003860516946357362,0.0884860056275506,0.004919610277619668,0.0081499133567897,0.00041725949471112277
c_16008,v1_prophet,v2_volatility,0.008967855656976553,-0.007749950168065567,0.09308051157216113,-0.0028286820196754547,-0.01155720825137685,0.00022994501684553414,-0.00019871667097604018,0.22356899314828446,0.004524335745297758,-0.003967778142700964,-3.126696923807548e-05
c_16048,v1_prophet,v2_volatility,0.013519763670690743,0.05537168573616125,0.3693763057801327,-0.026095679678421746,0.01619755791580868,0.0003653990181267802,0.0014965320469232657,-0.1593346905700072,-0.031070381170523076,-0.0368769078499774,-0.004592027853685905
